ENTREZID,SYMBOL,GENETITLE,CHR_Mapping,BP_Mapping
51279,C1RL,complement C1r subcomponent like,12,7103678
283314,C1RL-AS1,C1RL antisense RNA 1,12,7115079
83758,RBP5,retinol binding protein 5,12,7126566
9746,CLSTN3,calsyntenin 3,12,7144652
5830,PEX5,peroxisomal biogenesis factor 5,12,7201509
283316,CD163L1,CD163 molecule like 1,12,7399573
9332,CD163,CD163 molecule,12,7487317
339,APOBEC1,apolipoprotein B mRNA editing enzyme catalytic subunit 1,12,7658825
9573,GDF3,growth differentiation factor 3,12,7692787
170482,CLEC4C,C-type lectin domain family 4 member C,12,7739444
79923,NANOG,Nanog homeobox,12,7792728
6515,SLC2A3,solute carrier family 2 member 3,12,7927762
55810,FOXJ2,forkhead box J2,12,8044142
719,C3AR1,complement C3a receptor 1,12,8061657
25977,NECAP1,NECAP endocytosis associated 1,12,8089994
50856,CLEC4A,C-type lectin domain family 4 member A,12,8131119
642559,POU5F1P3,POU class 5 homeobox 1 pseudogene 3,12,8134310
440078,FAM66C,family with sequence similarity 66 member C,12,8190604
55138,FAM90A1,family with sequence similarity 90 member A1,12,8224439
389634,LINC00937,long intergenic non-protein coding RNA 937,12,8373858
338339,CLEC4D,C-type lectin domain family 4 member D,12,8517952
26253,CLEC4E,C-type lectin domain family 4 member E,12,8537133
57379,AICDA,activation induced cytidine deaminase,12,8607516
8076,MFAP5,microfibrillar associated protein 5,12,8654415
57494,RIMKLB,ribosomal modification protein rimK like family member B,12,8736140
144568,A2ML1,alpha-2-macroglobulin like 1,12,8855259
1911,PHC1,polyhomeotic homolog 1,12,8928092
4074,M6PR,"mannose-6-phosphate receptor, cation dependent",12,8945061
10219,KLRG1,killer cell lectin like receptor G1,12,8990289
253128,LINC00612,long intergenic non-protein coding RNA 612,12,9060329
144571,A2M-AS1,A2M antisense RNA 1 (head to head),12,9066616
2,A2M,alpha-2-macroglobulin,12,9091835
5858,PZP,"PZP, alpha-2-macroglobulin like",12,9178605
3,A2MP1,alpha-2-macroglobulin pseudogene 1,12,9231370
101930452,LOC101930452,uncharacterized LOC101930452,12,9382540
3820,KLRB1,killer cell lectin like receptor B1,12,9601587
374443,LOC374443,C-type lectin domain family 2 member D pseudogene,12,9648160
29121,CLEC2D,C-type lectin domain family 2 member D,12,9684631
160365,CLECL1,C-type lectin like 1,12,9726237
969,CD69,CD69 molecule,12,9756693
51348,KLRF1,killer cell lectin like receptor F1,12,9836242
9976,CLEC2B,C-type lectin domain family 2 member B,12,9861114
160364,CLEC12A,C-type lectin domain family 12 member A,12,9974927
51266,CLEC1B,C-type lectin domain family 1 member B,12,9996180
387837,CLEC12B,C-type lectin domain family 12 member B,12,10014500
51267,CLEC1A,C-type lectin domain family 1 member A,12,10084309
64581,CLEC7A,C-type lectin domain family 7 member A,12,10126160
4973,OLR1,oxidized low density lipoprotein receptor 1,12,10165245
120939,TMEM52B,transmembrane protein 52B,12,10183291
23710,GABARAPL1,GABA type A receptor associated protein like 1,12,10218007
3824,KLRD1,killer cell lectin like receptor D1,12,10311692
101928100,LOC101928100,uncharacterized LOC101928100,12,10381137
8302,KLRC4,killer cell lectin like receptor C4,12,10408570
3823,KLRC3,killer cell lectin like receptor C3,12,10417272
10748,KLRA1P,"killer cell lectin like receptor A1, pseudogene",12,10594156
55110,MAGOHB,"mago homolog B, exon junction complex core component",12,10608741
55359,STYK1,serine/threonine/tyrosine kinase 1,12,10646615
100422872,MIR1244-3,microRNA 1244-3,12,10675751
8531,YBX3,Y-box binding protein 3,12,10711215
101928162,LOC101928162,uncharacterized LOC101928162,12,10763842
50837,TAS2R7,taste 2 receptor member 7,12,10802079
50836,TAS2R8,taste 2 receptor member 8,12,10806515
50835,TAS2R9,taste 2 receptor member 9,12,10809631
50839,TAS2R10,taste 2 receptor member 10,12,10825807
50838,TAS2R13,taste 2 receptor member 13,12,10908744
50840,TAS2R14,taste 2 receptor member 14,12,10938730
259296,TAS2R50,taste 2 receptor member 50,12,10986412
259294,TAS2R19,taste 2 receptor member 19,12,11022119
100129361,SMIM10L1,small integral membrane protein 10 like 1,12,11173600
5544,PRB3,proline rich protein BstNI subfamily 3,12,11267810
5545,PRB4,proline rich protein BstNI subfamily 4,12,11308758
5542,PRB1,proline rich protein BstNI subfamily 1,12,11353706
338817,LINC01252,long intergenic non-protein coding RNA 1252,12,11556215
2120,ETV6,ETS variant 6,12,11772622
79370,BCL2L14,BCL2 like 14,12,12085449
4040,LRP6,LDL receptor related protein 6,12,12191451
54682,MANSC1,MANSC domain containing 1,12,12339759
503693,LOH12CR2,"loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)",12,12356237
118426,BORCS5,BLOC-1 related complex subunit 5,12,12414150
80824,DUSP16,dual specificity phosphatase 16,12,12517898
1389,CREBL2,cAMP responsive element binding protein like 2,12,12628470
2842,GPR19,G protein-coupled receptor 19,12,12678624
1027,CDKN1B,cyclin dependent kinase inhibitor 1B,12,12719826
81575,APOLD1,apolipoprotein L domain containing 1,12,12773613
9052,GPRC5A,G protein-coupled receptor class C group 5 member A,12,12902344
55507,GPRC5D,G protein-coupled receptor class C group 5 member D,12,12945579
100506314,LOC100506314,uncharacterized LOC100506314,12,12982239
50865,HEBP1,heme binding protein 1,12,12987587
93164,HTR7P1,5-hydroxytryptamine receptor 7 pseudogene 1,12,13002636
57613,FAM234B,family with sequence similarity 234 member B,12,13063915
83445,GSG1,germ cell associated 1,12,13091644
2012,EMP1,epithelial membrane protein 1,12,13206721
2904,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,12,13770782
55729,ATF7IP,activating transcription factor 7 interacting protein,12,14434048
79887,PLBD1,phospholipase B domain containing 1,12,14535760
2984,GUCY2C,guanylate cyclase 2C,12,14654609
55766,H2AFJ,H2A histone family member J,12,14776169
51729,WBP11,WW domain binding protein 11,12,14794972
440087,SMCO3,single-pass membrane protein with coiled-coil domains 3,12,14809416
144608,C12orf60,chromosome 12 open reading frame 60,12,14813714
420,ART4,ADP-ribosyltransferase 4 (Dombrock blood group),12,14836395
4256,MGP,matrix Gla protein,12,14883506
121506,ERP27,endoplasmic reticulum protein 27,12,14923932
397,ARHGDIB,Rho GDP dissociation inhibitor beta,12,14948426
5149,PDE6H,phosphodiesterase 6H,12,14977444
85004,RERG,RAS like estrogen regulated growth inhibitor,12,15164629
5800,PTPRO,"protein tyrosine phosphatase, receptor type O",12,15516315
2059,EPS8,epidermal growth factor receptor pathway substrate 8,12,15704858
11171,STRAP,serine/threonine kinase receptor associated protein,12,15892915
51071,DERA,deoxyribose-phosphate aldolase,12,15974276
4257,MGST1,microsomal glutathione S-transferase 1,12,16357845
55885,LMO3,LIM domain only 3,12,16577528
79785,RERGL,RERG like,12,18085531
5288,PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,12,18454979
89869,PLCZ1,phospholipase C zeta 1,12,18710527
93661,CAPZA3,capping actin protein of muscle Z-line alpha subunit 3,12,18738649
54477,PLEKHA5,pleckstrin homology domain containing A5,12,19240358
121536,AEBP2,AE binding protein 2,12,19481183
5139,PDE3A,phosphodiesterase 3A,12,20577330
53919,SLCO1C1,solute carrier organic anion transporter family member 1C1,12,20724398
28234,SLCO1B3,solute carrier organic anion transporter family member 1B3,12,20863806
10599,SLCO1B1,solute carrier organic anion transporter family member 1B1,12,21185495
6579,SLCO1A2,solute carrier organic anion transporter family member 1A2,12,21314883
3375,IAPP,islet amyloid polypeptide,12,21371947
79912,PYROXD1,pyridine nucleotide-disulphide oxidoreductase domain 1,12,21454426
5965,RECQL,RecQ like helicase,12,21485289
51026,GOLT1B,golgi transport 1B,12,21510084
80763,SPX,spexin hormone,12,21530078
2998,GYS2,glycogen synthase 2,12,21570518
3945,LDHB,lactate dehydrogenase B,12,21646583
3764,KCNJ8,potassium voltage-gated channel subfamily J member 8,12,21769888
10060,ABCC9,ATP binding cassette subfamily C member 9,12,21868988
55907,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,12,22055923
6489,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",12,22264052
9847,C2CD5,C2 calcium dependent domain containing 5,12,22496546
55500,ETNK1,ethanolamine kinase 1,12,22646343
6660,SOX5,SRY-box 5,12,23770744
144360,LINC00477,long intergenic non-protein coding RNA 477,12,24575566
586,BCAT1,branched chain amino acid transaminase 1,12,24864165
196415,C12orf77,chromosome 12 open reading frame 77,12,24995435
4033,LRMP,lymphoid restricted membrane protein,12,25080291
55259,CASC1,cancer susceptibility candidate 1,12,25151725
144363,ETFRF1,electron transfer flavoprotein regulatory factor 1,12,25200115
3845,KRAS,"KRAS proto-oncogene, GTPase",12,25227860
160492,LMNTD1,lamin tail domain containing 1,12,25537896
100506451,RASSF8-AS1,RASSF8 atnisense RNA 1,12,25956584
11228,RASSF8,Ras association domain family member 8,12,26030361
79365,BHLHE41,basic helix-loop-helix family member e41,12,26122548
8082,SSPN,sarcospan,12,26215114
3709,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2",12,26584267
55726,ASUN,"asunder, spermatogenesis regulator",12,26921750
26127,FGFR1OP2,FGFR1 oncogene partner 2,12,26951034
51768,TM7SF3,transmembrane 7 superfamily member 3,12,26992988
23012,STK38L,serine/threonine kinase 38 like,12,27285051
56938,ARNTL2,aryl hydrocarbon receptor nuclear translocator like 2,12,27379333
101928646,ARNTL2-AS1,ARNTL2 antisense RNA 1,12,27418211
8496,PPFIBP1,PPFIA binding protein 1,12,27609838
60488,MRPS35,mitochondrial ribosomal protein S35,12,27733538
57542,KLHL42,kelch like family member 42,12,27791647
5744,PTHLH,parathyroid hormone like hormone,12,27965587
55297,CCDC91,coiled-coil domain containing 91,12,28370296
55711,FAR2,fatty acyl-CoA reductase 2,12,29260964
100506606,LOC100506606,uncharacterized LOC100506606,12,29299132
51290,ERGIC2,ERGIC and golgi 2,12,29360928
101055625,OVCH1-AS1,OVCH1 antisense RNA 1,12,29432710
83857,TMTC1,transmembrane and tetratricopeptide repeat containing 1,12,29642548
10526,IPO8,importin 8,12,30657800
65981,CAPRIN2,caprin family member 2,12,30732168
645485,LOC645485,uncharacterized LOC645485,12,30767906
441631,TSPAN11,tetraspanin 11,12,30961753
100506660,DDX11-AS1,DDX11 antisense RNA 1,12,31047305
1663,DDX11,DEAD/H-box helicase 11,12,31089318
58516,FAM60A,family with sequence similarity 60 member A,12,31303396
79857,FLJ13224,uncharacterized LOC79857,12,31325130
160518,DENND5B,DENN domain containing 5B,12,31486476
254013,ETFBKMT,electron transfer flavoprotein beta subunit lysine methyltransferase,12,31662211
55196,KIAA1551,KIAA1551,12,31976263
636,BICD1,BICD cargo adaptor 1,12,32242729
121512,FGD4,"FYVE, RhoGEF and PH domain containing 4",12,32575179
10059,DNM1L,dynamin 1 like,12,32712425
51067,YARS2,tyrosyl-tRNA synthetase 2,12,32751248
5318,PKP2,plakophilin 2,12,32843796
84920,ALG10,"ALG10, alpha-1,2-glucosyltransferase",12,34025291
144402,CPNE8,copine 8,12,38778909
55605,KIF21A,kinesin family member 21A,12,39368309
225,ABCD2,ATP binding cassette subfamily D member 2,12,39585630
283461,C12orf40,chromosome 12 open reading frame 40,12,39700150
114134,SLC2A13,solute carrier family 2 member 13,12,39930440
120892,LRRK2,leucine rich repeat kinase 2,12,40297147
283463,MUC19,"mucin 19, oligomeric",12,40482074
1272,CNTN1,contactin 1,12,40901429
29951,PDZRN4,PDZ domain containing ring finger 4,12,41443841
101927038,LOC101927038,uncharacterized LOC101927038,12,41764885
283464,GXYLT1,glucoside xylosyltransferase 1,12,42113358
10138,YAF2,YY1 associated factor 2,12,42216266
85437,ZCRB1,zinc finger CCHC-type and RNA binding motif containing 1,12,42319108
51535,PPHLN1,periphilin 1,12,42378073
144165,PRICKLE1,prickle planar cell polarity protein 1,12,42488732
101927058,LOC101927058,uncharacterized LOC101927058,12,42631000
80070,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20,12,43453065
83448,PUS7L,pseudouridylate synthase 7 like,12,43743695
51135,IRAK4,interleukin 1 receptor associated kinase 4,12,43774243
5756,TWF1,twinfilin actin binding protein 1,12,43800049
84216,TMEM117,transmembrane protein 117,12,44112811
4753,NELL2,neural EGFL like 2,12,44697000
83956,RACGAP1P,Rac GTPase activating protein 1 pseudogene,12,45064014
51054,PLEKHA8P1,pleckstrin homology domain containing A8 pseudogene 1,12,45194520
196527,ANO6,anoctamin 6,12,45338293
400027,LINC00938,long intergenic non-protein coding RNA 938,12,45726820
196528,ARID2,AT-rich interaction domain 2,12,45818936
9169,SCAF11,SR-related CTD associated factor 11,12,45954874
81539,SLC38A1,solute carrier family 38 member 1,12,46227624
54407,SLC38A2,solute carrier family 38 member 2,12,46365525
100288798,LOC100288798,uncharacterized LOC100288798,12,46518235
55089,SLC38A4,solute carrier family 38 member 4,12,46795379
347902,AMIGO2,adhesion molecule with Ig like domain 2,12,47078052
91523,PCED1B,PC-esterase domain containing 1B,12,47158133
100233209,PCED1B-AS1,PCED1B antisense RNA 1,12,47212431
79657,RPAP3,RNA polymerase II associated protein 3,12,47683996
8909,ENDOU,"endonuclease, poly(U) specific",12,47717653
10411,RAPGEF3,Rap guanine nucleotide exchange factor 3,12,47746662
55652,SLC48A1,solute carrier family 48 member 1,12,47777968
51564,HDAC7,histone deacetylase 7,12,47801345
7421,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor",12,47873284
79022,TMEM106C,transmembrane protein 106C,12,47966212
1280,COL2A1,collagen type II alpha 1 chain,12,47988733
29843,SENP1,SUMO1/sentrin specific peptidase 1,12,48074524
5213,PFKM,"phosphofructokinase, muscle",12,48131160
140461,ASB8,ankyrin repeat and SOCS box containing 8,12,48152691
387856,CCDC184,coiled-coil domain containing 184,12,48184754
341567,H1FNT,"H1 histone family member N, testis specific",12,48329629
121274,ZNF641,zinc finger protein 641,12,48345539
23519,ANP32D,acidic nuclear phosphoprotein 32 family member D,12,48472862
121273,C12orf54,chromosome 12 open reading frame 54,12,48489508
3906,LALBA,lactalbumin alpha,12,48568865
54934,KANSL2,KAT8 regulatory NSL complex subunit 2,12,48667731
904,CCNT1,cyclin T1,12,48702728
255411,LINC00935,long intergenic non-protein coding RNA 935,12,48746610
112,ADCY6,adenylate cyclase 6,12,48777643
100506125,LOC100506125,uncharacterized LOC100506125,12,48789948
784,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3,12,48822551
9416,DDX23,DEAD-box helicase 23,12,48840965
27289,RND1,Rho family GTPase 1,12,48861501
85478,CCDC65,coiled-coil domain containing 65,12,48912843
51303,FKBP11,FK506 binding protein 11,12,48923836
377,ARF3,ADP ribosylation factor 3,12,48946839
7480,WNT10B,Wnt family member 10B,12,48968599
7471,WNT1,Wnt family member 1,12,48980533
23109,DDN,dendrin,12,48997227
5571,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1,12,49010534
8085,KMT2D,lysine methyltransferase 2D,12,49037149
121268,RHEBL1,Ras homolog enriched in brain like 1,12,49067350
50846,DHH,desert hedgehog,12,49090737
55716,LMBR1L,limb development membrane protein 1 like,12,49104020
10376,TUBA1B,tubulin alpha 1b,12,49129652
7846,TUBA1A,tubulin alpha 1a,12,49187059
84790,TUBA1C,tubulin alpha 1c,12,49259900
5630,PRPH,peripherin,12,49296912
10024,TROAP,trophinin associated protein,12,49325623
79962,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22,12,49350300
65244,SPATS2,spermatogenesis associated serine rich 2,12,49447165
23416,KCNH3,potassium voltage-gated channel subfamily H member 3,12,49548734
10445,MCRS1,microspherule protein 1,12,49562795
84070,FAM186B,family with sequence similarity 186 member B,12,49595414
91010,FMNL3,formin like 3,12,49672677
7009,TMBIM6,transmembrane BAX inhibitor motif containing 6,12,49753296
57701,NCKAP5L,NCK associated protein 5 like,12,49809785
100286844,BCDIN3D-AS1,BCDIN3D antisense RNA 1,12,49834848
144233,BCDIN3D,BCDIN3 domain containing RNA methyltransferase,12,49839586
23017,FAIM2,Fas apoptotic inhibitory molecule 2,12,49885436
101927292,LOC101927292,uncharacterized LOC101927292,12,49919146
359,AQP2,aquaporin 2,12,49954811
362,AQP5,aquaporin 5,12,49963589
363,AQP6,aquaporin 6,12,49974988
29127,RACGAP1,Rac GTPase activating protein 1,12,50007359
41,ASIC1,acid sensing ion channel subunit 1,12,50074616
6602,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",12,50092955
2819,GPD1,glycerol-3-phosphate dehydrogenase 1,12,50107569
84987,COX14,"COX14, cytochrome c oxidase assembly factor",12,50116219
91012,CERS5,ceramide synthase 5,12,50148419
51474,LIMA1,LIM domain and actin binding 1,12,50205858
121006,FAM186A,family with sequence similarity 186 member A,12,50361967
113251,LARP4,La ribonucleoprotein domain family member 4,12,50435778
57609,DIP2B,disco interacting protein 2 homolog B,12,50626826
466,ATF1,activating transcription factor 1,12,50792583
283471,TMPRSS12,"transmembrane protease, serine 12",12,50865399
25840,METTL7A,methyltransferase like 7A,12,50928634
